"범죄별","범행연령별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"폭력행위등(손괴,강요,주거침입등)","18세","범죄자 연령[명]","명","95","72","68","60","71","87","138",
"폭력행위등(손괴,강요,주거침입등)","19세","범죄자 연령[명]","명","96","77","64","75","95","64","109",
"폭력행위등(손괴,강요,주거침입등)","20세","범죄자 연령[명]","명","57","69","45","55","63","55","82",
"폭력행위등(손괴,강요,주거침입등)","21세","범죄자 연령[명]","명","57","64","51","47","64","55","85",
"폭력행위등(손괴,강요,주거침입등)","22세","범죄자 연령[명]","명","69","54","66","39","57","47","54",
"폭력행위등(손괴,강요,주거침입등)","23세","범죄자 연령[명]","명","71","74","70","48","44","44","66",
"폭력행위등(손괴,강요,주거침입등)","24세","범죄자 연령[명]","명","40","52","76","54","40","47","63",
"폭력행위등(손괴,강요,주거침입등)","25세","범죄자 연령[명]","명","35","60","76","49","37","55","51",
"폭력행위등(손괴,강요,주거침입등)","26~30세","범죄자 연령[명]","명","251","203","208","181","170","213","226",
"폭력행위등(손괴,강요,주거침입등)","31~35세","범죄자 연령[명]","명","475","228","211","190","175","187","221",
"폭력행위등(손괴,강요,주거침입등)","36~40세","범죄자 연령[명]","명","511","226","209","186","266","224","256",
"폭력행위등(손괴,강요,주거침입등)","41~45세","범죄자 연령[명]","명","656","276","240","202","257","289","244",
"폭력행위등(손괴,강요,주거침입등)","46~50세","범죄자 연령[명]","명","656","342","316","267","322","408","363",
"폭력행위등(손괴,강요,주거침입등)","51~55세","범죄자 연령[명]","명","598","348","280","238","290","437","325",
"폭력행위등(손괴,강요,주거침입등)","56~60세","범죄자 연령[명]","명","424","263","235","265","295","351","346",
"폭력행위등(손괴,강요,주거침입등)","61~70세","범죄자 연령[명]","명","334","201","171","220","321","346","380",
"폭력행위등(손괴,강요,주거침입등)","71세이상","범죄자 연령[명]","명","115","57","76","68","88","105","96",
"폭력행위등(단체등의구성·활동)","계","범죄자 연령[명]","명","2139","601","618","970","502","526","640",
"폭력행위등(단체등의구성·활동)","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"폭력행위등(단체등의구성·활동)","14세","범죄자 연령[명]","명","-","-","2","11","4","4","3",
"폭력행위등(단체등의구성·활동)","15세","범죄자 연령[명]","명","13","9","5","7","21","4","11",
"폭력행위등(단체등의구성·활동)","16세","범죄자 연령[명]","명","20","6","12","7","16","3","25",
"폭력행위등(단체등의구성·활동)","17세","범죄자 연령[명]","명","32","11","11","13","14","9","23",
"폭력행위등(단체등의구성·활동)","18세","범죄자 연령[명]","명","52","7","16","13","14","11","22",
"폭력행위등(단체등의구성·활동)","19세","범죄자 연령[명]","명","67","12","26","31","29","26","33",
"폭력행위등(단체등의구성·활동)","20세","범죄자 연령[명]","명","46","23","37","29","35","31","14",
"폭력행위등(단체등의구성·활동)","21세","범죄자 연령[명]","명","53","13","19","28","28","23","15",
"폭력행위등(단체등의구성·활동)","22세","범죄자 연령[명]","명","64","21","43","35","20","25","30",
"폭력행위등(단체등의구성·활동)","23세","범죄자 연령[명]","명","59","37","30","38","14","18","33",
"폭력행위등(단체등의구성·활동)","24세","범죄자 연령[명]","명","67","27","17","46","20","27","22",
"폭력행위등(단체등의구성·활동)","25세","범죄자 연령[명]","명","54","25","23","62","15","13","43",
"폭력행위등(단체등의구성·활동)","26~30세","범죄자 연령[명]","명","303","99","126","186","63","58","134",
"폭력행위등(단체등의구성·활동)","31~35세","범죄자 연령[명]","명","307","80","104","225","67","69","50",
"폭력행위등(단체등의구성·활동)","36~40세","범죄자 연령[명]","명","223","75","47","126","51","85","63",
"폭력행위등(단체등의구성·활동)","41~45세","범죄자 연령[명]","명","189","62","40","71","24","35","45",
"폭력행위등(단체등의구성·활동)","46~50세","범죄자 연령[명]","명","190","37","24","22","21","23","28",
"폭력행위등(단체등의구성·활동)","51~55세","범죄자 연령[명]","명","153","19","11","5","11","13","25",
"폭력행위등(단체등의구성·활동)","56~60세","범죄자 연령[명]","명","121","15","6","4","11","21","6",
"폭력행위등(단체등의구성·활동)","61~70세","범죄자 연령[명]","명","65","4","1","2","15","14","4",
"폭력행위등(단체등의구성·활동)","71세이상","범죄자 연령[명]","명","18","3","","-","3","1","2",
"위조범죄","계","범죄자 연령[명]","명","22478","20992","19539","18849","19857","18292","13455",
"위조범죄","14세미만","범죄자 연령[명]","명","-","-","1","","","","",
"위조범죄","14세","범죄자 연령[명]","명","-","35","21","34","20","30","33",
"위조범죄","15세","범죄자 연령[명]","명","139","130","116","138","119","115","81",
"위조범죄","16세","범죄자 연령[명]","명","419","368","311","261","195","230","153",
"위조범죄","17세","범죄자 연령[명]","명","786","896","644","559","491","445","231",
"위조범죄","18세","범죄자 연령[명]","명","532","683","701","519","525","457","169",
"위조범죄","19세","범죄자 연령[명]","명","164","133","110","138","136","118","72",
"위조범죄","20세","범죄자 연령[명]","명","142","156","111","163","161","145","74",
"위조범죄","21세","범죄자 연령[명]","명","136","125","104","147","142","138","106",
"위조범죄","22세","범죄자 연령[명]","명","176","132","132","155","143","110","105",
"위조범죄","23세","범죄자 연령[명]","명","210","148","136","142","166","148","109",
"위조범죄","24세","범죄자 연령[명]","명","156","182","139","139","146","144","155",
"위조범죄","25세","범죄자 연령[명]","명","184","209","221","155","199","134","142",
"위조범죄","26~30세","범죄자 연령[명]","명","1181","1104","932","859","1043","881","709",
"위조범죄","31~35세","범죄자 연령[명]","명","1643","1473","1272","1070","1179","993","713",
"위조범죄","36~40세","범죄자 연령[명]","명","1838","1691","1420","1345","1608","1349","955",
"위조범죄","41~45세","범죄자 연령[명]","명","2431","2132","1827","1715","1774","1501","1124",
"위조범죄","46~50세","범죄자 연령[명]","명","2908","2521","2587","2203","2273","1935","1476",
"위조범죄","51~55세","범죄자 연령[명]","명","2889","2578","2254","2354","2465","2169","1626",
"위조범죄","56~60세","범죄자 연령[명]","명","2162","2230","2201","2099","2392","2104","1541",
"위조범죄","61~70세","범죄자 연령[명]","명","1955","1780","1884","2110","2470","2433","1945",
"위조범죄","71세이상","범죄자 연령[명]","명","774","722","752","827","978","866","656",
"통화","계","범죄자 연령[명]","명","300","233","563","304","218","111","63",
"통화","14세미만","범죄자 연령[명]","명","-","-","1","","","","",
"통화","14세","범죄자 연령[명]","명","-","12","2","2","-","-","-",
"통화","15세","범죄자 연령[명]","명","4","7","6","-","1","1","2",
"통화","16세","범죄자 연령[명]","명","3","9","1","-","6","1","2",
"통화","17세","범죄자 연령[명]","명","9","4","10","23","9","2","-",
"통화","18세","범죄자 연령[명]","명","12","3","","-","5","1","-",
"통화","19세","범죄자 연령[명]","명","7","2","2","3","7","1","1",
"통화","20세","범죄자 연령[명]","명","2","5","4","1","2","-","-",
"통화","21세","범죄자 연령[명]","명","5","5","2","-","2","1","1",
"통화","22세","범죄자 연령[명]","명","4","8","5","2","5","1","-",
"통화","23세","범죄자 연령[명]","명","2","1","2","4","2","3","2",
"통화","24세","범죄자 연령[명]","명","6","6","2","2","-","1","-",
"통화","25세","범죄자 연령[명]","명","4","4","6","-","1","1","-",
"통화","26~30세","범죄자 연령[명]","명","11","12","21","9","8","11","5",
"통화","31~35세","범죄자 연령[명]","명","7","3","11","12","3","7","2",
"통화","36~40세","범죄자 연령[명]","명","8","4","4","2","7","5","2",
"통화","41~45세","범죄자 연령[명]","명","8","4","1","3","3","3","3",
"통화","46~50세","범죄자 연령[명]","명","151","39","362","108","9","3","2",
"통화","51~55세","범죄자 연령[명]","명","13","81","61","94","82","30","8",
"통화","56~60세","범죄자 연령[명]","명","10","6","6","5","7","5","14",
"통화","61~70세","범죄자 연령[명]","명","14","4","18","4","8","4","8",
"통화","71세이상","범죄자 연령[명]","명","2","1","3","2","5","5","6",
"유가증권·인지·우표","계","범죄자 연령[명]","명","462","425","406","342","267","140","88",
"유가증권·인지·우표","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"유가증권·인지·우표","14세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"유가증권·인지·우표","15세","범죄자 연령[명]","명","2","-","1","5","-","-","-",
"유가증권·인지·우표","16세","범죄자 연령[명]","명","5","-","2","6","-","-","-",
"유가증권·인지·우표","17세","범죄자 연령[명]","명","9","-","","1","-","-","-",
"유가증권·인지·우표","18세","범죄자 연령[명]","명","-","-","1","-","2","-","-",
"유가증권·인지·우표","19세","범죄자 연령[명]","명","1","-","","-","-","-","-",
"유가증권·인지·우표","20세","범죄자 연령[명]","명","-","3","2","1","-","1","-",
"유가증권·인지·우표","21세","범죄자 연령[명]","명","3","-","","-","-","-","1",
"유가증권·인지·우표","22세","범죄자 연령[명]","명","-","-","","1","1","-","-",
"유가증권·인지·우표","23세","범죄자 연령[명]","명","-","1","1","2","-","-","-",
"유가증권·인지·우표","24세","범죄자 연령[명]","명","2","-","","-","-","-","-",
"유가증권·인지·우표","25세","범죄자 연령[명]","명","-","2","","2","1","-","-",
"유가증권·인지·우표","26~30세","범죄자 연령[명]","명","11","7","2","8","4","1","1",
"유가증권·인지·우표","31~35세","범죄자 연령[명]","명","19","11","11","10","7","4","3",
"유가증권·인지·우표","36~40세","범죄자 연령[명]","명","26","21","30","26","12","11","3",
"유가증권·인지·우표","41~45세","범죄자 연령[명]","명","51","46","35","33","19","12","5",
"유가증권·인지·우표","46~50세","범죄자 연령[명]","명","53","67","58","42","31","10","7",
"유가증권·인지·우표","51~55세","범죄자 연령[명]","명","100","93","74","55","63","26","11",
"유가증권·인지·우표","56~60세","범죄자 연령[명]","명","72","72","85","49","55","18","14",
"유가증권·인지·우표","61~70세","범죄자 연령[명]","명","58","60","66","59","41","33","21",
"유가증권·인지·우표","71세이상","범죄자 연령[명]","명","18","16","10","18","10","11","9",
"문서","계","범죄자 연령[명]","명","21085","19633","17969","17714","18840","17518","12865",
"문서","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"문서","14세","범죄자 연령[명]","명","-","23","19","32","20","28","33",
"문서","15세","범죄자 연령[명]","명","132","122","106","133","117","111","75",
"문서","16세","범죄자 연령[명]","명","411","357","307","249","188","221","146",
"문서","17세","범죄자 연령[명]","명","764","887","628","534","476","437","224",
"문서","18세","범죄자 연령[명]","명","514","680","696","517","509","453","161",
"문서","19세","범죄자 연령[명]","명","153","129","107","131","124","113","66",
"문서","20세","범죄자 연령[명]","명","136","145","105","159","155","134","70",
"문서","21세","범죄자 연령[명]","명","125","117","102","145","139","135","101",
"문서","22세","범죄자 연령[명]","명","168","121","121","148","136","106","102",
"문서","23세","범죄자 연령[명]","명","201","142","130","132","157","141","101",
"문서","24세","범죄자 연령[명]","명","144","172","134","131","142","140","147",
"문서","25세","범죄자 연령[명]","명","171","197","211","152","188","132","135",
"문서","26~30세","범죄자 연령[명]","명","1128","1053","882","819","1007","833","671",
"문서","31~35세","범죄자 연령[명]","명","1571","1414","1198","1014","1139","950","678",
"문서","36~40세","범죄자 연령[명]","명","1755","1606","1348","1271","1538","1283","920",
"문서","41~45세","범죄자 연령[명]","명","2295","1995","1731","1636","1707","1446","1083",
"문서","46~50세","범죄자 연령[명]","명","2627","2299","2098","1992","2179","1867","1419",
"문서","51~55세","범죄자 연령[명]","명","2687","2291","2034","2136","2262","2059","1540",
"문서","56~60세","범죄자 연령[명]","명","2008","2060","2014","1985","2247","2020","1469",
"문서","61~70세","범죄자 연령[명]","명","1817","1656","1727","1991","2350","2319","1847",
"문서","71세이상","범죄자 연령[명]","명","730","690","714","789","910","824","626",
"인장","계","범죄자 연령[명]","명","631","701","601","489","532","523","439",
"인장","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"인장","14세","범죄자 연령[명]","명","-","-","","-","-","2","-",
"인장","15세","범죄자 연령[명]","명","1","1","3","-","1","3","4",
"인장","16세","범죄자 연령[명]","명","-","2","1","6","1","8","5",
"인장","17세","범죄자 연령[명]","명","4","5","6","1","6","6","7",
"인장","18세","범죄자 연령[명]","명","6","-","4","2","9","3","8",
"인장","19세","범죄자 연령[명]","명","3","2","1","4","5","4","5",
"인장","20세","범죄자 연령[명]","명","4","3","","2","4","10","4",
"인장","21세","범죄자 연령[명]","명","3","3","","2","1","2","3",
"인장","22세","범죄자 연령[명]","명","4","3","6","4","1","3","3",
"인장","23세","범죄자 연령[명]","명","7","4","3","4","7","4","6",
"인장","24세","범죄자 연령[명]","명","4","4","3","6","4","3","8",
"인장","25세","범죄자 연령[명]","명","9","6","4","1","9","1","7",
"인장","26~30세","범죄자 연령[명]","명","31","32","27","23","24","36","32",
"인장","31~35세","범죄자 연령[명]","명","46","45","52","34","30","32","30",
"인장","36~40세","범죄자 연령[명]","명","49","60","38","46","51","50","30",
"인장","41~45세","범죄자 연령[명]","명","77","87","60","43","45","40","33",
"인장","46~50세","범죄자 연령[명]","명","77","116","69","61","54","55","48",
"인장","51~55세","범죄자 연령[명]","명","89","113","85","69","58","54","67",
"인장","56~60세","범죄자 연령[명]","명","72","92","96","60","83","61","44",
"인장","61~70세","범죄자 연령[명]","명","66","60","73","56","71","77","69",
"인장","71세이상","범죄자 연령[명]","명","24","15","25","18","53","26","15",
"공무원범죄","계","범죄자 연령[명]","명","4951","5049","6161","8519","7250","7379","5268",
"공무원범죄","14세미만","범죄자 연령[명]","명","-","8","","","","","",
"공무원범죄","14세","범죄자 연령[명]","명","1","-","","-","-","-","-",
"공무원범죄","15세","범죄자 연령[명]","명","-","4","","-","-","-","-",
"공무원범죄","16세","범죄자 연령[명]","명","-","3","1","-","-","-","-",
"공무원범죄","17세","범죄자 연령[명]","명","-","-","3","2","-","-","-",
"공무원범죄","18세","범죄자 연령[명]","명","-","-","","1","-","-","-",
"공무원범죄","19세","범죄자 연령[명]","명","-","-","","-","7","-","-",
"공무원범죄","20세","범죄자 연령[명]","명","1","-","","-","1","2","-",
"공무원범죄","21세","범죄자 연령[명]","명","1","-","","3","3","1","5",
"공무원범죄","22세","범죄자 연령[명]","명","-","-","2","4","2","3","-",
"공무원범죄","23세","범죄자 연령[명]","명","-","3","2","10","4","3","7",
"공무원범죄","24세","범죄자 연령[명]","명","-","6","7","11","7","4","6",
"공무원범죄","25세","범죄자 연령[명]","명","10","10","8","21","12","11","9",
"공무원범죄","26~30세","범죄자 연령[명]","명","101","62","85","103","167","162","135",
"공무원범죄","31~35세","범죄자 연령[명]","명","206","161","149","178","178","187","149",
"공무원범죄","36~40세","범죄자 연령[명]","명","266","246","262","302","347","278","218",
"공무원범죄","41~45세","범죄자 연령[명]","명","444","367","409","392","402","336","295",
"공무원범죄","46~50세","범죄자 연령[명]","명","586","460","575","552","572","488","351",
"공무원범죄","51~55세","범죄자 연령[명]","명","650","476","644","559","646","532","528",
"공무원범죄","56~60세","범죄자 연령[명]","명","514","418","572","566","609","509","406",
"공무원범죄","61~70세","범죄자 연령[명]","명","230","193","277","296","291","265","215",
"공무원범죄","71세이상","범죄자 연령[명]","명","40","35","42","47","50","39","54",
"직무유기","계","범죄자 연령[명]","명","1685","2020","2063","2766","2601","3289","1787",
"직무유기","14세미만","범죄자 연령[명]","명","-","8","","","","","",
"직무유기","14세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"직무유기","15세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"직무유기","16세","범죄자 연령[명]","명","-","3","","-","-","-","-",
"직무유기","17세","범죄자 연령[명]","명","-","-","3","-","-","-","-",
"직무유기","18세","범죄자 연령[명]","명","-","-","","1","-","-","-",
"직무유기","19세","범죄자 연령[명]","명","-","-","","-","7","-","-",
"직무유기","20세","범죄자 연령[명]","명","1","-","","-","1","1","-",
"직무유기","21세","범죄자 연령[명]","명","1","-","","1","2","-","3",
"직무유기","22세","범죄자 연령[명]","명","-","-","1","-","-","-","-",
"직무유기","23세","범죄자 연령[명]","명","-","-","1","4","2","-","3",
"직무유기","24세","범죄자 연령[명]","명","-","1","2","4","3","1","4",
"직무유기","25세","범죄자 연령[명]","명","3","1","","4","6","3","7",
"직무유기","26~30세","범죄자 연령[명]","명","33","17","33","34","59","69","56",
"직무유기","31~35세","범죄자 연령[명]","명","85","61","56","53","62","76","63",
"직무유기","36~40세","범죄자 연령[명]","명","84","103","91","100","102","116","93",
"직무유기","41~45세","범죄자 연령[명]","명","118","93","108","90","129","101","94",
"직무유기","46~50세","범죄자 연령[명]","명","148","124","126","150","150","123","100",
"직무유기","51~55세","범죄자 연령[명]","명","183","109","143","112","159","165","151",
"직무유기","56~60세","범죄자 연령[명]","명","137","115","107","118","115","136","130",
"직무유기","61~70세","범죄자 연령[명]","명","32","18","22","28","26","36","33",
"직무유기","71세이상","범죄자 연령[명]","명","6","10","6","6","8","7","7",
"직권남용","계","범죄자 연령[명]","명","1423","1558","2175","3998","3170","2866","2501",
"직권남용","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"직권남용","14세","범죄자 연령[명]","명","1","-","","-","-","-","-",
"직권남용","15세","범죄자 연령[명]","명","-","4","","-","-","-","-",
"직권남용","16세","범죄자 연령[명]","명","-","-","1","-","-","-","-",
"직권남용","17세","범죄자 연령[명]","명","-","-","","2","-","-","-",
"직권남용","18세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"직권남용","19세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"직권남용","20세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"직권남용","21세","범죄자 연령[명]","명","-","-","","2","-","-","2",
"직권남용","22세","범죄자 연령[명]","명","-","-","1","2","-","2","-",
"직권남용","23세","범죄자 연령[명]","명","-","2","1","1","1","2","2",
"직권남용","24세","범죄자 연령[명]","명","-","3","5","4","4","3","2",
"직권남용","25세","범죄자 연령[명]","명","6","7","7","12","5","7","2",
"직권남용","26~30세","범죄자 연령[명]","명","48","39","43","55","87","86","76",
"직권남용","31~35세","범죄자 연령[명]","명","75","81","59","72","83","98","74",
"직권남용","36~40세","범죄자 연령[명]","명","70","71","76","95","135","98","79",
"직권남용","41~45세","범죄자 연령[명]","명","95","93","96","109","116","110","103",
"직권남용","46~50세","범죄자 연령[명]","명","129","101","141","149","190","183","116",
"직권남용","51~55세","범죄자 연령[명]","명","96","82","135","154","215","173","171",
"직권남용","56~60세","범죄자 연령[명]","명","86","69","116","168","223","153","126",
"직권남용","61~70세","범죄자 연령[명]","명","21","25","47","60","81","73","60",
"직권남용","71세이상","범죄자 연령[명]","명","4","1","6","8","14","12","12",
"수뢰","계","범죄자 연령[명]","명","1129","919","1257","1289","1064","973","699",
"수뢰","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"수뢰","14세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"수뢰","15세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"수뢰","16세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"수뢰","17세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"수뢰","18세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"수뢰","19세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"수뢰","20세","범죄자 연령[명]","명","-","-","","-","-","1","-",
"수뢰","21세","범죄자 연령[명]","명","-","-","","-","-","1","-",
"수뢰","22세","범죄자 연령[명]","명","-","-","","2","1","1","-",
"수뢰","23세","범죄자 연령[명]","명","-","-","","5","1","1","2",
"수뢰","24세","범죄자 연령[명]","명","-","1","","3","-","-","-",
"수뢰","25세","범죄자 연령[명]","명","1","1","1","5","1","1","-",
"수뢰","26~30세","범죄자 연령[명]","명","16","5","9","9","20","4","3",
"수뢰","31~35세","범죄자 연령[명]","명","40","14","25","35","29","9","7",
"수뢰","36~40세","범죄자 연령[명]","명","63","38","68","74","82","49","33",
"수뢰","41~45세","범죄자 연령[명]","명","126","111","125","155","110","94","79",
"수뢰","46~50세","범죄자 연령[명]","명","181","148","205","191","161","148","95",
"수뢰","51~55세","범죄자 연령[명]","명","240","187","228","220","177","144","155",
"수뢰","56~60세","범죄자 연령[명]","명","194","153","260","206","203","179","98",
"수뢰","61~70세","범죄자 연령[명]","명","106","85","108","148","126","119","83",
"수뢰","71세이상","범죄자 연령[명]","명","18","21","18","27","19","18","25",
"증뢰","계","범죄자 연령[명]","명","714","552","666","466","415","251","281",
"증뢰","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"증뢰","14세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"증뢰","15세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"증뢰","16세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"증뢰","17세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"증뢰","18세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"증뢰","19세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"증뢰","20세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"증뢰","21세","범죄자 연령[명]","명","-","-","","-","1","-","-",
"증뢰","22세","범죄자 연령[명]","명","-","-","","-","1","-","-",
"증뢰","23세","범죄자 연령[명]","명","-","1","","-","-","-","-",
"증뢰","24세","범죄자 연령[명]","명","-","1","","-","-","-","-",
"증뢰","25세","범죄자 연령[명]","명","-","1","","-","-","-","-",
"증뢰","26~30세","범죄자 연령[명]","명","4","1","","5","1","3","-",
"증뢰","31~35세","범죄자 연령[명]","명","6","5","9","18","4","4","5",
"증뢰","36~40세","범죄자 연령[명]","명","49","34","27","33","28","15","13",
"증뢰","41~45세","범죄자 연령[명]","명","105","70","80","38","47","31","19",
"증뢰","46~50세","범죄자 연령[명]","명","128","87","103","62","71","34","40",
"증뢰","51~55세","범죄자 연령[명]","명","131","98","138","73","95","50","51",
"증뢰","56~60세","범죄자 연령[명]","명","97","81","89","74","68","41","52",
"증뢰","61~70세","범죄자 연령[명]","명","71","65","100","60","58","37","39",
"증뢰","71세이상","범죄자 연령[명]","명","12","3","12","6","9","2","10",
"풍속범죄","계","범죄자 연령[명]","명","30324","35809","26941","22560","24687","23434","16755",
"풍속범죄","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"풍속범죄","14세","범죄자 연령[명]","명","-","10","11","11","17","23","29",
"풍속범죄","15세","범죄자 연령[명]","명","9","13","15","23","17","13","27",
"풍속범죄","16세","범죄자 연령[명]","명","23","40","20","33","31","39","29",
"풍속범죄","17세","범죄자 연령[명]","명","25","58","59","95","40","43","49",
"풍속범죄","18세","범죄자 연령[명]","명","47","124","57","61","87","60","54",
"풍속범죄","19세","범죄자 연령[명]","명","102","193","80","72","98","147","67",
"풍속범죄","20세","범죄자 연령[명]","명","80","208","99","61","112","152","114",
"풍속범죄","21세","범죄자 연령[명]","명","93","219","135","93","186","218","183",
"풍속범죄","22세","범죄자 연령[명]","명","160","392","212","137","203","238","148",
"풍속범죄","23세","범죄자 연령[명]","명","219","516","223","184","283","296","160",
"풍속범죄","24세","범죄자 연령[명]","명","232","622","339","213","283","323","194",
"풍속범죄","25세","범죄자 연령[명]","명","273","641","328","210","283","388","233",
"풍속범죄","26~30세","범죄자 연령[명]","명","1620","3593","1900","1278","1722","1960","1353",
"풍속범죄","31~35세","범죄자 연령[명]","명","2210","4371","2380","1557","1776","1683","1057",
"풍속범죄","36~40세","범죄자 연령[명]","명","2057","3585","2393","1833","2202","2171","1273",
"풍속범죄","41~45세","범죄자 연령[명]","명","3131","3498","2401","1809","1926","1820","1254",
"풍속범죄","46~50세","범죄자 연령[명]","명","4595","4130","3225","2579","2584","2250","1535",
"풍속범죄","51~55세","범죄자 연령[명]","명","6171","5055","4084","3586","3331","2875","2107",
"풍속범죄","56~60세","범죄자 연령[명]","명","4806","4434","4461","4116","4058","3635","2677",
"풍속범죄","61~70세","범죄자 연령[명]","명","3423","3188","3452","3568","4330","4051","3302",
"풍속범죄","71세이상","범죄자 연령[명]","명","691","624","692","740","954","885","802",
"도박과복표","계","범죄자 연령[명]","명","28252","33323","23918","19526","21326","21024","14348",
"도박과복표","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"도박과복표","14세","범죄자 연령[명]","명","-","1","1","-","1","4","7",
"도박과복표","15세","범죄자 연령[명]","명","3","8","5","3","5","3","8",
"도박과복표","16세","범죄자 연령[명]","명","7","24","10","11","8","16","9",
"도박과복표","17세","범죄자 연령[명]","명","14","41","27","82","14","21","18",
"도박과복표","18세","범죄자 연령[명]","명","34","103","43","34","46","47","21",
"도박과복표","19세","범죄자 연령[명]","명","82","168","55","48","71","130","49",
"도박과복표","20세","범죄자 연령[명]","명","63","184","75","48","91","124","87",
"도박과복표","21세","범죄자 연령[명]","명","82","202","103","71","154","197","150",
"도박과복표","22세","범죄자 연령[명]","명","138","367","182","105","170","209","120",
"도박과복표","23세","범죄자 연령[명]","명","196","496","188","149","231","247","120",
"도박과복표","24세","범죄자 연령[명]","명","199","590","285","166","250","292","165",
"도박과복표","25세","범죄자 연령[명]","명","233","601","279","164","232","337","196",
"도박과복표","26~30세","범죄자 연령[명]","명","1436","3377","1643","1059","1478","1702","1122",
"도박과복표","31~35세","범죄자 연령[명]","명","1973","4133","2073","1339","1545","1483","888",
"도박과복표","36~40세","범죄자 연령[명]","명","1891","3334","2095","1558","1920","1926","1061",
"도박과복표","41~45세","범죄자 연령[명]","명","2863","3200","2084","1550","1632","1588","1053",
"도박과복표","46~50세","범죄자 연령[명]","명","4351","3821","2861","2221","2156","1991","1305",
"도박과복표","51~55세","범죄자 연령[명]","명","5925","4758","3743","3206","2931","2649","1841",
"도박과복표","56~60세","범죄자 연령[명]","명","4605","4183","4148","3746","3679","3414","2459",
"도박과복표","61~70세","범죄자 연령[명]","명","3237","2966","3131","3215","3892","3776","2994",
"도박과복표","71세이상","범죄자 연령[명]","명","589","512","558","574","769","723","610",
"신앙","계","범죄자 연령[명]","명","449","503","526","967","1007","303","365",
"신앙","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"신앙","14세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"신앙","15세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"신앙","16세","범죄자 연령[명]","명","-","1","","-","-","-","-",
"신앙","17세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"신앙","18세","범죄자 연령[명]","명","-","1","","1","-","-","-",
"신앙","19세","범죄자 연령[명]","명","3","2","","1","-","-","-",
"신앙","20세","범죄자 연령[명]","명","2","-","1","1","1","-","-",
"신앙","21세","범죄자 연령[명]","명","-","2","","-","-","-","-",
"신앙","22세","범죄자 연령[명]","명","-","-","","1","1","1","-",
"신앙","23세","범죄자 연령[명]","명","-","-","2","3","-","4","1",
"신앙","24세","범죄자 연령[명]","명","-","-","2","4","2","1","1",
"신앙","25세","범죄자 연령[명]","명","2","-","","5","1","-","2",
"신앙","26~30세","범죄자 연령[명]","명","8","6","11","14","4","3","5",
"신앙","31~35세","범죄자 연령[명]","명","12","11","9","22","8","9","3",
"신앙","36~40세","범죄자 연령[명]","명","14","19","27","46","41","12","9",
"신앙","41~45세","범죄자 연령[명]","명","31","33","42","62","67","22","18",
"신앙","46~50세","범죄자 연령[명]","명","54","59","49","114","144","22","35",
"신앙","51~55세","범죄자 연령[명]","명","72","83","70","156","170","34","53",
"신앙","56~60세","범죄자 연령[명]","명","80","83","83","170","170","45","48",
"신앙","61~70세","범죄자 연령[명]","명","87","106","131","164","220","82","92",
"신앙","71세이상","범죄자 연령[명]","명","64","67","61","88","72","54","61",
"기타음란행위","계","범죄자 연령[명]","명","1623","1983","2497","2067","2354","2107","2042",
"기타음란행위","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"기타음란행위","14세","범죄자 연령[명]","명","-","9","10","11","16","19","22",
"기타음란행위","15세","범죄자 연령[명]","명","6","5","10","20","12","10","19",
"기타음란행위","16세","범죄자 연령[명]","명","16","15","10","22","23","23","20",
"기타음란행위","17세","범죄자 연령[명]","명","11","17","32","13","26","22","31",
"기타음란행위","18세","범죄자 연령[명]","명","13","20","14","26","41","13","33",
