"범죄별","범행연령별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"농수산물의원산지표시에관한법률","20세","범죄자 연령[명]","명","-","-","","-","1","1","1",
"농수산물의원산지표시에관한법률","21세","범죄자 연령[명]","명","-","2","1","-","1","-","3",
"농수산물의원산지표시에관한법률","22세","범죄자 연령[명]","명","1","1","1","-","2","2","4",
"농수산물의원산지표시에관한법률","23세","범죄자 연령[명]","명","6","3","8","3","7","1","2",
"농수산물의원산지표시에관한법률","24세","범죄자 연령[명]","명","6","5","9","5","5","6","6",
"농수산물의원산지표시에관한법률","25세","범죄자 연령[명]","명","8","10","14","6","6","11","17",
"농수산물의원산지표시에관한법률","26~30세","범죄자 연령[명]","명","81","106","114","88","112","101","108",
"농수산물의원산지표시에관한법률","31~35세","범죄자 연령[명]","명","299","345","276","238","207","166","200",
"농수산물의원산지표시에관한법률","36~40세","범죄자 연령[명]","명","375","469","403","331","358","245","278",
"농수산물의원산지표시에관한법률","41~45세","범죄자 연령[명]","명","558","629","515","394","354","261","301",
"농수산물의원산지표시에관한법률","46~50세","범죄자 연령[명]","명","652","787","612","493","496","330","324",
"농수산물의원산지표시에관한법률","51~55세","범죄자 연령[명]","명","644","781","649","523","482","325","344",
"농수산물의원산지표시에관한법률","56~60세","범죄자 연령[명]","명","496","618","513","512","501","313","296",
"농수산물의원산지표시에관한법률","61~70세","범죄자 연령[명]","명","291","416","347","339","369","287","298",
"농수산물의원산지표시에관한법률","71세이상","범죄자 연령[명]","명","36","61","42","46","44","31","21",
"농지법","계","범죄자 연령[명]","명","1368","1389","1254","1276","1066","1729","3110",
"농지법","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"농지법","14세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"농지법","15세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"농지법","16세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"농지법","17세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"농지법","18세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"농지법","19세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"농지법","20세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"농지법","21세","범죄자 연령[명]","명","-","-","1","-","-","-","3",
"농지법","22세","범죄자 연령[명]","명","2","-","","-","-","1","4",
"농지법","23세","범죄자 연령[명]","명","-","-","","-","1","-","2",
"농지법","24세","범죄자 연령[명]","명","-","-","1","2","-","-","3",
"농지법","25세","범죄자 연령[명]","명","-","-","1","-","-","1","4",
"농지법","26~30세","범죄자 연령[명]","명","8","9","17","9","9","11","48",
"농지법","31~35세","범죄자 연령[명]","명","25","49","19","24","16","44","83",
"농지법","36~40세","범죄자 연령[명]","명","57","67","51","60","28","82","198",
"농지법","41~45세","범죄자 연령[명]","명","117","114","67","82","71","121","271",
"농지법","46~50세","범죄자 연령[명]","명","156","147","120","137","96","183","431",
"농지법","51~55세","범죄자 연령[명]","명","242","246","206","207","161","266","553",
"농지법","56~60세","범죄자 연령[명]","명","267","235","251","248","226","324","560",
"농지법","61~70세","범죄자 연령[명]","명","305","331","291","304","295","488","697",
"농지법","71세이상","범죄자 연령[명]","명","156","135","131","146","150","188","228",
"대기환경보전법","계","범죄자 연령[명]","명","2068","2409","2890","2624","2820","2529","2810",
"대기환경보전법","14세미만","범죄자 연령[명]","명","-","-","","","","","",
"대기환경보전법","14세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"대기환경보전법","15세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"대기환경보전법","16세","범죄자 연령[명]","명","-","-","2","-","-","-","-",
"대기환경보전법","17세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"대기환경보전법","18세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"대기환경보전법","19세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"대기환경보전법","20세","범죄자 연령[명]","명","-","-","","-","1","-","-",
"대기환경보전법","21세","범죄자 연령[명]","명","-","-","","-","1","-","1",
"대기환경보전법","22세","범죄자 연령[명]","명","-","-","","-","-","1","-",
"대기환경보전법","23세","범죄자 연령[명]","명","2","1","","3","1","-","1",
"대기환경보전법","24세","범죄자 연령[명]","명","-","1","3","-","2","1","1",
"대기환경보전법","25세","범죄자 연령[명]","명","2","1","2","1","3","1","3",
"대기환경보전법","26~30세","범죄자 연령[명]","명","17","22","26","22","18","32","29",
"대기환경보전법","31~35세","범죄자 연령[명]","명","69","67","91","56","68","44","70",
"대기환경보전법","36~40세","범죄자 연령[명]","명","112","135","172","146","176","152","145",
"대기환경보전법","41~45세","범죄자 연령[명]","명","275","302","351","282","264","201","239",
"대기환경보전법","46~50세","범죄자 연령[명]","명","416","469","547","522","496","420","428",
"대기환경보전법","51~55세","범죄자 연령[명]","명","478","542","605","594","615","589","599",
"대기환경보전법","56~60세","범죄자 연령[명]","명","327","394","523","495","597","485","610",
"대기환경보전법","61~70세","범죄자 연령[명]","명","200","280","361","384","434","440","543",
"대기환경보전법","71세이상","범죄자 연령[명]","명","37","46","48","56","86","89","110",
"대부업등의등록및금융이용자보호에관한법률","계","범죄자 연령[명]","명","1602","1624","2297","2439","2438","2142","1144",
"대부업등의등록및금융이용자보호에관한법률","14세미만","범죄자 연령[명]","명","-","-","1","","","","",
"대부업등의등록및금융이용자보호에관한법률","14세","범죄자 연령[명]","명","-","-","","-","-","-","-",
"대부업등의등록및금융이용자보호에관한법률","15세","범죄자 연령[명]","명","1","-","","-","1","-","-",
"대부업등의등록및금융이용자보호에관한법률","16세","범죄자 연령[명]","명","-","-","1","2","1","-","-",
"대부업등의등록및금융이용자보호에관한법률","17세","범죄자 연령[명]","명","-","-","4","6","5","1","-",
"대부업등의등록및금융이용자보호에관한법률","18세","범죄자 연령[명]","명","1","1","1","6","16","7","1",
"대부업등의등록및금융이용자보호에관한법률","19세","범죄자 연령[명]","명","2","2","14","14","37","31","9",
"대부업등의등록및금융이용자보호에관한법률","20세","범죄자 연령[명]","명","6","8","22","24","58","56","29",
"대부업등의등록및금융이용자보호에관한법률","21세","범죄자 연령[명]","명","7","7","39","32","49","32","26",
"대부업등의등록및금융이용자보호에관한법률","22세","범죄자 연령[명]","명","6","21","29","38","72","48","28",
"대부업등의등록및금융이용자보호에관한법률","23세","범죄자 연령[명]","명","19","20","41","43","65","57","65",
"대부업등의등록및금융이용자보호에관한법률","24세","범죄자 연령[명]","명","14","33","66","59","65","66","24",
"대부업등의등록및금융이용자보호에관한법률","25세","범죄자 연령[명]","명","21","31","73","68","64","47","29",
"대부업등의등록및금융이용자보호에관한법률","26~30세","범죄자 연령[명]","명","167","180","396","440","472","394","204",
"대부업등의등록및금융이용자보호에관한법률","31~35세","범죄자 연령[명]","명","287","310","459","425","354","308","150",
"대부업등의등록및금융이용자보호에관한법률","36~40세","범죄자 연령[명]","명","195","191","305","333","314","312","133",
"대부업등의등록및금융이용자보호에관한법률","41~45세","범죄자 연령[명]","명","202","196","211","243","196","179","105",
"대부업등의등록및금융이용자보호에관한법률","46~50세","범죄자 연령[명]","명","168","135","158","179","169","156","77",
"대부업등의등록및금융이용자보호에관한법률","51~55세","범죄자 연령[명]","명","154","143","138","159","179","106","65",
"대부업등의등록및금융이용자보호에관한법률","56~60세","범죄자 연령[명]","명","116","122","108","120","130","120","60",
"대부업등의등록및금융이용자보호에관한법률","61~70세","범죄자 연령[명]","명","80","99","103","116","120","128","93",
"대부업등의등록및금융이용자보호에관한법률","71세이상","범죄자 연령[명]","명","27","21","23","34","30","43","23",
"도로교통법","계","범죄자 연령[명]","명","15056","16143","17322","14483","15286","13458","11184",
"도로교통법","14세미만","범죄자 연령[명]","명","-","1","2","","","","",
"도로교통법","14세","범죄자 연령[명]","명","-","16","12","20","34","31","21",
"도로교통법","15세","범죄자 연령[명]","명","55","71","40","56","56","64","54",
"도로교통법","16세","범죄자 연령[명]","명","160","237","215","177","137","200","140",
"도로교통법","17세","범죄자 연령[명]","명","234","309","258","203","196","204","148",
"도로교통법","18세","범죄자 연령[명]","명","244","261","242","194","205","241","149",
"도로교통법","19세","범죄자 연령[명]","명","218","273","252","210","248","238","180",
"도로교통법","20세","범죄자 연령[명]","명","158","216","208","170","197","234","183",
"도로교통법","21세","범죄자 연령[명]","명","159","204","191","156","175","189","200",
"도로교통법","22세","범죄자 연령[명]","명","230","257","267","232","225","231","193",
"도로교통법","23세","범죄자 연령[명]","명","259","320","297","247","278","236","228",
"도로교통법","24세","범죄자 연령[명]","명","248","323","347","251","289","287","221",
"도로교통법","25세","범죄자 연령[명]","명","266","284","328","245","305","267","250",
"도로교통법","26~30세","범죄자 연령[명]","명","1186","1362","1574","1262","1587","1437","1274",
"도로교통법","31~35세","범죄자 연령[명]","명","1433","1518","1669","1184","1361","1133","1046",
"도로교통법","36~40세","범죄자 연령[명]","명","1281","1404","1645","1367","1466","1227","1051",
"도로교통법","41~45세","범죄자 연령[명]","명","1554","1612","1783","1448","1431","1147","929",
"도로교통법","46~50세","범죄자 연령[명]","명","1797","1846","2015","1657","1608","1338","1077",
